Bocas del Toro (4),,,"4,654.0","159,228",34.2,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Nuevo Chagres  (cabecera),5.7,567,99.2,,,,,,,,,,,,
,,Achiote,62.0,938,15.1,,,,,,,,,,,,
,,El Guabo,52.7,"1,553",29.5,,,,,,,,,,,,
,,La Encantada,135.5,"2,333",17.2,,,,,,,,,,,,
,,Palmas Bellas,55.4,"2,151",38.8,,,,,,,,,,,,
,,Piña,29.9,888,29.7,,,,,,,,,,,,
,,Salud,106.0,"2,538",23.9,,,,,,,,,,,,
,Donoso,,"1,627.8","12,274",7.5,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Miguel de la Borda (cabecera),310.5,"2,408",7.8,,,,,,,,,,,,
,,Coclé del Norte,931.7,"4,301",4.6,,,,,,,,,,,,
,,El Guásimo,295.6,"3,494",11.8,,,,,,,,,,,,
,,Gobea,53.6,927,17.3,,,,,,,,,,,,
,,Río Indio,36.4,"1,144",31.4,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Portobelo,,398.7,"10,320",25.9,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Portobelo  (cabecera),244.6,"4,910",20.1,,,,,,,,,,,,
,,Cacique,11.7,308,26.4,,,,,,,,,,,,
,,Puerto Lindo o Garrote,24.7,"1,011",41.0,,,,,,,,,,,,
,,Isla Grande,26.9,988,36.7,,,,,,,,,,,,
,,María Chiquita,90.8,"3,103",34.2,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Santa Isabel,,739.9,"4,111",5.6,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Palenque (cabecera),68.6,508,7.4,,,,,,,,,,,,
,,Cuango,46.1,624,13.5,,,,,,,,,,,,
,,Miramar,15.9,389,24.4,,,,,,,,,,,,
,,Nombre de Dios,150.3,"1,127",7.5,,,,,,,,,,,,
,,Palmira,176.9,404,2.3,,,,,,,,,,,,
,,Playa Chiquita,113.0,196,1.7,,,,,,,,,,,,
,,Santa Isabel,134.4,276,2.1,,,,,,,,,,,,
,,Viento Frío,34.6,587,16.9,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Omar Torrijos Herrera (50),,197.5,"3,561",18.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,San José del General (cabecera),62.7,"1,865",29.7,,,,,,,,,,,,
,,Nueva Esperanza (50),79.8,889,11.1,,,,,,,,,,,,
,,San Juan de Turbe (50),55.1,807,14.7,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Chiriquí (4),,,"6,584.0","471,071",71.5,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Alanje,,455.2,"18,877",41.5,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Alanje  (cabecera),20.8,"3,186",153.2,,,,,,,,,,,,
,,Divalá,61.4,"3,496",56.9,,,,,,,,,,,,
,,El Tejar,35.4,"2,113",59.7,,,,,,,,,,,,
,,Guarumal,91.4,"2,743",30.0,,,,,,,,,,,,
,,Palo Grande,41.0,642,15.7,,,,,,,,,,,,
,,Querévalo,36.7,"2,006",54.7,,,,,,,,,,,,
,,Santo Tomás,56.4,"1,511",26.8,,,,,,,,,,,,
,,Canta Gallo (17),38.1,683,17.9,,,,,,,,,,,,
,,Nuevo México (17),74.0,"2,497",33.8,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Barú,,600.2,"56,307",93.8,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Puerto Armuelles  (cabecera),124.1,"12,249",98.7,,,,,,,,,,,,
,,Limones,56.2,"1,159",20.6,,,,,,,,,,,,
,,Progreso,55.7,"11,690",209.8,,,,,,,,,,,,
,,Baco (4),75.5,"8,008",106.1,,,,,,,,,,,,
,,Rodolfo Aguilar Delgado (4),109.7,"8,851",80.7,,,,,,,,,,,,
,,El Palmar (51),98.2,"6,147",62.6,,,,,,,,,,,,
,,Manaca (51),80.8,"8,203",101.5,,,,,,,,,,,,
,Boquerón,,298.2,"21,001",70.4,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Boquerón  (cabecera),40.6,"5,083",125.3,,,,,,,,,,,,
,,Bágala,43.3,"5,113",118.0,,,,,,,,,,,,
,,Cordillera,48.8,483,9.9,,,,,,,,,,,,
,,Guabal,32.4,"1,126",34.8,,,,,,,,,,,,
,,Guayabal,57.6,"2,420",42.0,,,,,,,,,,,,
,,Paraíso,36.4,683,18.8,,,,,,,,,,,,
,,Pedregal,20.8,"2,627",126.1,,,,,,,,,,,,
,,Tijeras,18.2,"3,466",190.5,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Boquete,,489.8,"23,562",48.1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Bajo Boquete  (cabecera),19.2,"4,203",219.3,,,,,,,,,,,,
,,Caldera,146.6,"1,637",11.2,,,,,,,,,,,,
,,Palmira,56.4,"2,440",43.3,,,,,,,,,,,,
,,Alto Boquete (6),88.1,"8,111",92.1,,,,,,,,,,,,
,,Jaramillo (6),69.0,"2,942",42.6,,,,,,,,,,,,
,,Los Naranjos (6),110.6,"4,229",38.3,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Bugaba,,517.3,"68,870",133.1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,La Concepción  (cabecera),43.0,"21,280",494.8,,,,,,,,,,,,
,,Aserrío de Gariché,52.5,"6,015",114.5,,,,,,,,,,,,
,,Bugaba,13.1,"4,845",369.8,,,,,,,,,,,,
,,Gómez,40.2,"2,746",68.3,,,,,,,,,,,,
,,La Estrella,49.2,"6,032",122.5,,,,,,,,,,,,
,,San Andrés,65.5,"2,527",38.6,,,,,,,,,,,,
,,Santa Marta,30.1,"4,106",136.2,,,,,,,,,,,,
,,Santa Rosa,47.5,"1,677",35.3,,,,,,,,,,,,
,,Santo Domingo,51.0,"3,814",74.8,,,,,,,,,,,,
,,Sortová,33.6,"2,850",84.9,,,,,,,,,,,,
,,El Bongo (4),41.6,"1,706",41.0,,,,,,,,,,,,
,,Solano (32),2.9,"4,643","1,606.8",,,,,,,,,,,,
,,San Isidro (49),47.1,"6,629",140.8,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,David,,892.4,"156,498",175.4,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,David  (cabecera),15.7,"16,051","1,025.3",,,,,,,,,,,,
,,Bijagual,83.8,878,10.5,,,,,,,,,,,,
,,Cochea,58.7,"3,036",51.7,,,,,,,,,,,,
,,Chiriquí,213.6,"6,703",31.4,,,,,,,,,,,,
,,Guacá,63.5,"2,565",40.4,,,,,,,,,,,,
,,Las Lomas,77.1,"25,297",328.1,,,,,,,,,,,,
,,Pedregal,159.4,"17,078",107.1,,,,,,,,,,,,
,,San Carlos,49.6,"5,306",107.0,,,,,,,,,,,,
,,San Pablo Nuevo,59.1,"2,731",46.2,,,,,,,,,,,,
,,San Pablo Viejo,59.4,"16,041",270.2,,,,,,,,,,,,
,,David Este (48),28.9,"27,145",937.7,,,,,,,,,,,,
,,David Sur (48),23.7,"33,667","1,421.5",,,,,,,,,,,,
,Dolega,,251.4,"37,678",149.9,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Dolega  (cabecera),26.6,"4,838",181.6,,,,,,,,,,,,
,,Dos Ríos,18.2,"1,857",101.8,,,,,,,,,,,,
,,Los Anastacios,10.8,"4,262",393.3,,,,,,,,,,,,
,,Potrerillos,55.3,"1,880",34.0,,,,,,,,,,,,
,,Potrerillos Abajo,34.5,"2,153",62.4,,,,,,,,,,,,
,,Rovira,45.0,"2,285",50.7,,,,,,,,,,,,
,,Tinajas,31.1,"2,053",66.0,,,,,,,,,,,,
,,Los Algarrobos (12),29.7,"18,350",617.5,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Gualaca,,619.0,"9,831",15.9,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Gualaca  (cabecera),233.8,"5,879",25.1,,,,,,,,,,,,
,,Hornito,173.5,"1,175",6.8,,,,,,,,,,,,
,,Los Ángeles,80.3,668,8.3,,,,,,,,,,,,
,,Paja de Sombrero,65.5,633,9.7,,,,,,,,,,,,
,,Rincón,65.9,"1,476",22.4,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Remedios (4),,172.2,"4,388",25.5,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Remedios  (cabecera),47.0,844,18.0,,,,,,,,,,,,
,,El Nancito,34.9,593,17.0,,,,,,,,,,,,
,,El Porvenir (4),28.0,"1,568",56.0,,,,,,,,,,,,
,,El Puerto (4),36.6,799,21.8,,,,,,,,,,,,
,,Santa Lucia (4),25.7,584,22.7,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Renacimiento,,528.6,"22,429",42.4,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Río Sereno  (cabecera),77.7,"6,109",78.6,,,,,,,,,,,,
,,Breñon,35.5,645,18.1,,,,,,,,,,,,
,,Cañas Gordas,60.8,"2,508",41.2,,,,,,,,,,,,
,,Monte Lirio,46.0,"3,477",75.7,,,,,,,,,,,,
,,Plaza Caisán,96.6,"3,518",36.4,,,,,,,,,,,,
,,Santa Cruz,59.5,"1,880",31.6,,,,,,,,,,,,
,,Dominical (17),82.7,822,9.9,,,,,,,,,,,,
,,Santa Clara (17),69.7,"3,470",49.8,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,San Félix (4),,226.3,"6,881",30.4,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Las Lajas  (cabecera),58.3,"1,521",26.1,,,,,,,,,,,,
,,Juay,33.9,633,18.7,,,,,,,,,,,,
,,Lajas Adentro (4),18.7,868,46.3,,,,,,,,,,,,
,,San Felix,56.5,"3,333",59.0,,,,,,,,,,,,
,,Santa Cruz (4),58.9,526,8.9,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,San Lorenzo (4),,688.8,"8,031",11.7,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Horconcitos  (cabecera),77.9,"1,052",13.5,,,,,,,,,,,,
,,Boca Chica,115.8,553,4.8,,,,,,,,,,,,
,,Boca del Monte,246.5,"2,071",8.4,,,,,,,,,,,,
,,San Juan,109.6,"1,672",15.3,,,,,,,,,,,,
,,San Lorenzo,139.0,"2,683",19.3,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Tolé (4),,484.9,"13,193",27.2,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Tolé  (cabecera),78.5,"3,372",43.0,,,,,,,,,,,,
,,Bella Vista (4),38.6,759,19.7,,,,,,,,,,,,
,,Cerro Viejo,58.5,"2,057",35.2,,,,,,,,,,,,
,,El Cristo (4),31.9,"2,043",64.0,,,,,,,,,,,,
,,Justo Fidel Palacios (4),26.3,808,30.7,,,,,,,,,,,,
,,Lajas de Tolé,70.8,725,10.2,,,,,,,,,,,,
,,Potrero de Caña,19.1,502,26.3,,,,,,,,,,,,
,,Quebrada de Piedra,111.8,"1,041",9.3,,,,,,,,,,,,
,,Veladero (4),49.4,"1,886",38.2,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Tierras Altas (32),,359.8,"23,525",65.4,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Volcán (cabecera),90.1,"7,077",78.5,,,,,,,,,,,,
,,Cerro Punta,73.2,"4,828",66.0,,,,,,,,,,,,
,,Cuesta de Piedra (32),28.9,955,33.0,,,,,,,,,,,,
,,Nueva California (32),123.1,"5,995",48.7,,,,,,,,,,,,
,,Paso Ancho (32),44.5,"4,670",104.9,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Darién,,,"12,042.7","54,235",4.5,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Chepigana,,"4,697.5","12,983",2.8,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,La Palma  (cabecera),572.0,"3,793",6.6,,,,,,,,,,,,
,,Camogantí,571.0,377,0.7,,,,,,,,,,,,
,,Chepigana,270.4,796,2.9,,,,,,,,,,,,
,,Garachiné,203.2,"1,953",9.6,,,,,,,,,,,,
,,Jaqué,"1,095.7","1,738",1.6,,,,,,,,,,,,
,,Puerto Piña,300.4,"1,139",3.8,,,,,,,,,,,,
,,Sambú,41.1,856,20.8,,,,,,,,,,,,
,,Setegantí,95.7,589,6.2,,,,,,,,,,,,
,,Taimatí,196.8,618,3.1,,,,,,,,,,,,
,,Tucutí,"1,351.2","1,124",0.8,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Pinogana,,"4,894.8","21,523",4.4,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,El Real de Santa María (Cab.),118.0,"1,078",9.1,,,,,,,,,,,,
,,Boca de Cupé,708.4,"1,117",1.6,,,,,,,,,,,,
,,Paya,"1,133.1",862,0.8,,,,,,,,,,,,
,,Pinogana,53.9,477,8.8,,,,,,,,,,,,
,,Púcuro,98.5,427,4.3,,,,,,,,,,,,
,,Yape,522.3,266,0.5,,,,,,,,,,,,
,,Yaviza,424.9,"4,824",11.4,,,,,,,,,,,,
,,Metetí (6),883.5,"9,691",11.0,,,,,,,,,,,,
,,Comarca Kuna de Wargandí (8),952.2,"2,781",2.9,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Santa Fe (45),,"2,450.4","19,729",8.1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Río Congo,533.6,"1,429",2.7,,,,,,,,,,,,
,,Río Iglesias,490.8,"1,986",4.0,,,,,,,,,,,,
,,Agua Fría (6),314.1,"3,160",10.1,,,,,,,,,,,,
,,Cucunatí (6),200.0,"1,190",5.9,,,,,,,,,,,,
,,Río Congo Arriba (6),319.0,"2,102",6.6,,,,,,,,,,,,
,,Santa Fe (cabecera) (6),476.3,"5,747",12.1,,,,,,,,,,,,
,,Zapallal (41),116.6,"4,115",35.3,,,,,,,,,,,,
Herrera (6),,,"2,362.9","122,071",51.7,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Chitré,,88.4,"60,957",689.6,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Chitré  (cabecera),12.8,"9,022",704.3,,,,,,,,,,,,
,,La Arena,27.6,"8,780",317.6,,,,,,,,,,,,
,,Monagrillo,27.9,"19,419",695.3,,,,,,,,,,,,
,,Llano Bonito (6),11.6,"10,938",946.1,,,,,,,,,,,,
,,San Juan Bautista (6),8.5,"12,798","1,514.5",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Las Minas,,468.7,"6,642",14.2,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Las Minas  (cabecera),57.3,"1,988",34.7,,,,,,,,,,,,
,,Chepo,142.0,"1,289",9.1,,,,,,,,,,,,
,,Chumical,24.9,673,27.0,,,,,,,,,,,,
,,El Toro,83.3,619,7.4,,,,,,,,,,,,
,,Leones,72.5,640,8.8,,,,,,,,,,,,
,,Quebrada del Rosario,46.2,682,14.8,,,,,,,,,,,,
,,Quebrada El Ciprián (17),42.6,751,17.6,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Los Pozos,,384.8,"6,928",18.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Los Pozos  (cabecera),58.0,"2,218",38.2,,,,,,,,,,,,
,,Capurí,18.3,471,25.7,,,,,,,,,,,,
,,El Calabacito,34.3,568,16.6,,,,,,,,,,,,
,,El Cedro,34.1,423,12.4,,,,,,,,,,,,
,,La Arena,23.8,521,21.9,,,,,,,,,,,,
,,La Pitaloza,84.9,482,5.7,,,,,,,,,,,,
,,Los Cerritos,32.7,940,28.8,,,,,,,,,,,,
,,Los Cerros de Paja,37.0,771,20.9,,,,,,,,,,,,
,,Las Llanas (15),61.8,534,8.6,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Ocú,,618.6,"16,116",26.1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Ocú  (cabecera),122.1,"7,756",63.5,,,,,,,,,,,,
,,Cerro Largo,52.2,609,11.7,,,,,,,,,,,,
,,Los Llanos,98.0,"2,069",21.1,,,,,,,,,,,,
,,Llano Grande,71.3,"1,106",15.5,,,,,,,,,,,,
,,Peñas Chatas,88.9,"2,033",22.9,,,,,,,,,,,,
,,El Tijera (6),66.9,440,6.6,,,,,,,,,,,,
,,Menchaca (17),66.4,"1,479",22.3,,,,,,,,,,,,
,,Entradero del Castillo (26),52.8,624,11.8,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Parita,,354.0,"9,695",27.4,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Parita  (cabecera),108.9,"4,180",38.4,,,,,,,,,,,,
,,Cabuya,59.5,"1,136",19.1,,,,,,,,,,,,
,,Los Castillos,22.6,823,36.5,,,,,,,,,,,,
,,Llano de la Cruz,10.8,359,33.2,,,,,,,,,,,,
,,París,76.0,"1,176",15.5,,,,,,,,,,,,
,,Portobelillo,27.1,961,35.4,,,,,,,,,,,,
,,Potuga,49.1,"1,060",21.6,,,,,,,,,,,,
,Pesé,,289.0,"13,009",45.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Pesé  (cabecera),5.5,"2,771",505.6,,,,,,,,,,,,
,,Las Cabras,58.4,"2,147",36.8,,,,,,,,,,,,
,,El Pájaro,23.3,827,35.5,,,,,,,,,,,,
,,El Barrero,36.9,"2,007",54.5,,,,,,,,,,,,
,,El Pedregoso,31.5,"1,500",47.6,,,,,,,,,,,,
,,El Ciruelo,45.7,777,17.0,,,,,,,,,,,,
,,Sabanagrande,58.2,"1,617",27.8,,,,,,,,,,,,
,,Rincón Hondo,29.6,"1,363",46.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Santa María,,159.4,"8,724",54.7,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Santa María  (cabecera),24.7,"2,261",91.6,,,,,,,,,,,,
,,Chupampa,23.8,"1,334",56.1,,,,,,,,,,,,
,,El Rincón,40.4,"1,750",43.3,,,,,,,,,,,,
,,El Limón (6),23.4,"1,258",53.6,,,,,,,,,,,,
,,Los Canelos (6),47.1,"2,121",45.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Los Santos (6),,,"3,812.0","98,466",25.8,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Guararé,,212.8,"12,107",56.9,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Guararé  (cabecera),16.7,"5,388",322.1,,,,,,,,,,,,
,,El Espinal,35.2,"1,277",36.3,,,,,,,,,,,,
,,El Macano,29.0,253,8.7,,,,,,,,,,,,
,,Guararé Arriba,8.6,379,44.2,,,,,,,,,,,,
,,La Enea,13.1,"1,688",128.5,,,,,,,,,,,,
,,La Pasera,17.5,"1,245",71.2,,,,,,,,,,,,
,,Las Trancas,29.1,515,17.7,,,,,,,,,,,,
,,Llano Abajo,21.4,574,26.9,,,,,,,,,,,,
,,El Hato (6),24.3,369,15.2,,,,,,,,,,,,
,,Perales (6),17.8,419,23.5,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Las Tablas,,717.1,"30,440",42.5,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Las Tablas  (cabecera),9.8,"8,655",886.3,,,,,,,,,,,,
,,Bajo Corral,63.3,465,7.3,,,,,,,,,,,,
,,Bayano,114.0,608,5.3,,,,,,,,,,,,
,,El Carate,17.7,"1,308",73.9,,,,,,,,,,,,
,,El Cocal,7.1,"2,333",330.2,,,,,,,,,,,,
,,El Manantial,26.9,"1,497",55.6,,,,,,,,,,,,
,,El Muñoz,32.9,400,12.1,,,,,,,,,,,,
,,El Pedregoso,7.2,288,39.9,,,,,,,,,,,,
,,La Laja,4.5,605,134.0,,,,,,,,,,,,
,,La Miel,40.0,243,6.1,,,,,,,,,,,,
,,La Palma,13.3,"1,122",84.6,,,,,,,,,,,,
,,La Tiza,3.8,"1,843",484.7,,,,,,,,,,,,
,,Las Palmitas,11.2,"2,743",244.9,,,,,,,,,,,,
,,Las Tablas Abajo,15.9,"2,170",136.6,,,,,,,,,,,,
,,Nuario,95.1,173,1.8,,,,,,,,,,,,
,,Palmira,9.5,140,14.7,,,,,,,,,,,,
,,Peña Blanca,7.9,"1,043",132.3,,,,,,,,,,,,
,,Río Hondo,32.3,182,5.6,,,,,,,,,,,,
,,San José,61.8,656,10.6,,,,,,,,,,,,
,Las Tablas: (Continuación),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,San Miguel,10.2,114,11.2,,,,,,,,,,,,
,,Santo Domingo,48.3,"2,232",46.2,,,,,,,,,,,,
,,Sesteadero,4.2,"1,053",253.3,,,,,,,,,,,,
,,Valle Rico,41.1,324,7.9,,,,,,,,,,,,
,,Vallerriquito,39.1,243,6.2,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Los Santos,,432.1,"30,028",69.5,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,La Villa de los Santos (Cab.) (5),74.5,"9,724",130.5,,,,,,,,,,,,
,,El Guásimo,30.8,629,20.4,,,,,,,,,,,,
,,La Colorada,20.6,"1,018",49.5,,,,,,,,,,,,
,,La Espigadilla,29.4,"1,782",60.7,,,,,,,,,,,,
,,Las Cruces,43.3,"1,463",33.8,,,,,,,,,,,,
,,Las Guabas,21.7,728,33.6,,,,,,,,,,,,
,,Los Angeles,20.6,943,45.8,,,,,,,,,,,,
,,Los Olivos,27.0,"1,484",54.9,,,,,,,,,,,,
,,Llano Largo,10.3,"2,689",262.0,,,,,,,,,,,,
,,Sabanagrande,33.1,"2,051",61.9,,,,,,,,,,,,
,,Santa Ana,54.8,"2,004",36.6,,,,,,,,,,,,
,,Tres Quebradas,12.6,864,68.6,,,,,,,,,,,,
,,Agua Buena (6),10.4,"1,260",121.7,,,,,,,,,,,,
,,Villa Lourdes (6),27.6,"1,203",43.6,,,,,,,,,,,,
,,El Ejido (37),15.5,"2,186",141.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Macaracas,,505.4,"8,965",17.7,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Macaracas  (cabecera),35.0,"2,832",81.0,,,,,,,,,,,,
,,Bahía Honda,28.3,686,24.2,,,,,,,,,,,,
,,Bajos de Güera,95.0,471,5.0,,,,,,,,,,,,
,,Corozal,26.4,637,24.1,,,,,,,,,,,,
,,Chupá,17.8,571,32.0,,,,,,,,,,,,
,,El Cedro,28.2,502,17.8,,,,,,,,,,,,
,,Espino Amarillo,26.6,211,7.9,,,,,,,,,,,,
,,La Mesa,48.5,673,13.9,,,,,,,,,,,,
,,Las Palmas,42.5,395,9.3,,,,,,,,,,,,
,,Llano de Piedra,101.7,"1,804",17.7,,,,,,,,,,,,
,,Mogollón,55.5,183,3.3,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Pedasí,,376.6,"4,942",13.1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Pedasí  (cabecera),112.9,"2,980",26.4,,,,,,,,,,,,
,,Los Asientos,90.0,714,7.9,,,,,,,,,,,,
,,Mariabé,46.9,373,7.9,,,,,,,,,,,,
,,Purio,24.2,498,20.6,,,,,,,,,,,,
,,Oria Arriba (6),102.6,377,3.7,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Pocrí,,276.2,"3,025",11.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Pocrí  (cabecera),57.4,983,17.1,,,,,,,,,,,,
,,El Cañafístulo,56.7,271,4.8,,,,,,,,,,,,
,,Lajamina,52.0,459,8.8,,,,,,,,,,,,
,,Paraíso,61.3,589,9.6,,,,,,,,,,,,
,,Paritilla,48.7,723,14.8,,,,,,,,,,,,
,Tonosí,,"1,291.8","8,959",6.9,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Tonosí  (cabecera),85.3,"2,170",25.5,,,,,,,,,,,,
,,Altos de Güera,140.1,498,3.6,,,,,,,,,,,,
,,Cañas,97.0,703,7.2,,,,,,,,,,,,
,,El Bebedero,115.6,"1,297",11.2,,,,,,,,,,,,
,,El Cacao,92.2,970,10.5,,,,,,,,,,,,
,,El Cortezo,150.7,544,3.6,,,,,,,,,,,,
,,Flores,105.7,538,5.1,,,,,,,,,,,,
,,Guánico,209.7,827,3.9,,,,,,,,,,,,
,,La Tronosa,84.5,476,5.6,,,,,,,,,,,,
,,Cambutal (6),183.6,575,3.1,,,,,,,,,,,,
,,Isla de Cañas (19),27.3,361,13.2,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Panamá,,,"8,478.5","1,439,575",169.8,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Balboa,,331.8,"1,989",6.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,San Miguel  (cabecera),129.3,738,5.7,,,,,,,,,,,,
,,La Ensenada,66.3,55,0.8,,,,,,,,,,,,
,,La Esmeralda,39.2,570,14.5,,,,,,,,,,,,
,,La Guinea,29.4,42,1.4,,,,,,,,,,,,
,,Pedro González,59.7,287,4.8,,,,,,,,,,,,
,,Saboga,7.9,297,37.6,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Chepo,,"5,043.5","65,588",13.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Chepo (cabecera),429.6,"34,425",80.1,,,,,,,,,,,,
,,Cañita,402.6,"2,764",6.9,,,,,,,,,,,,
,,Chepillo,0.5,195,355.4,,,,,,,,,,,,
,,El Llano,440.8,"3,312",7.5,,,,,,,,,,,,
,,Las Margaritas,261.9,"5,658",21.6,,,,,,,,,,,,
,,Santa Cruz de Chinina,361.5,"1,200",3.3,,,,,,,,,,,,
,,Comarca Kuna de Madungandí (3),"2,127.2","7,647",3.6,,,,,,,,,,,,
,,Tortí (6),"1,019.4","10,387",10.2,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Chimán,,995.5,"3,142",3.2,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Chimán  (cabecera),222.2,"1,013",4.6,,,,,,,,,,,,
,,Brujas,149.9,614,4.1,,,,,,,,,,,,
,,Gonzalo Vásquez,41.8,207,4.9,,,,,,,,,,,,
,,Pásiga (5),195.8,459,2.3,,,,,,,,,,,,
,,Unión Santeña (5),385.7,849,2.2,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Panamá,,"2,045.6","1,086,990",531.4,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Ciudad de Panamá,,86.6,"410,354","4,740.2",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
